Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Predicted_SalePrice
1183,60,3,15623,1,0,3,0,0,0,15,2,2,0,5,10,5,1996,1996,3,1,13,7,2,4,2,2096,0,300,2396,1,0,1,2411,2065,0,4476,1,0,3,1,4,1,0,10,6,2,3,813,2,171,78,0,0,0,555,0,7,2007,8,0,665814.24
1184,30,3,10800,1,3,3,0,4,0,17,2,2,0,2,5,6,1920,1950,3,1,11,12,3,4,0,821,0,299,1120,1,0,1,1130,0,0,1130,1,0,1,0,2,1,3,5,6,1,2,720,2,229,0,0,0,0,0,0,6,2006,8,4,127192.25
1185,20,3,35133,0,3,3,0,4,1,23,2,2,0,2,5,4,1963,1963,3,1,8,8,3,4,1,1159,0,413,1572,1,2,1,1572,0,0,1572,1,0,1,1,3,1,3,5,6,2,3,995,2,0,263,0,0,263,0,0,5,2007,8,4,183979.0
1186,50,3,9738,1,3,3,0,4,0,7,2,2,0,0,5,7,1924,1950,1,1,0,0,3,2,0,392,0,392,784,1,2,1,949,272,0,1221,1,0,1,0,4,1,3,7,6,0,1,392,2,0,0,236,0,0,0,0,3,2006,8,4,109865.49
1187,190,3,10615,1,0,0,0,0,1,17,0,0,1,5,3,5,1900,1970,1,1,6,6,3,4,1,440,0,538,978,1,4,1,1014,685,0,1699,1,0,2,0,3,2,3,7,6,0,2,420,2,0,74,0,0,0,0,0,8,2009,8,0,110937.0
1188,20,3,12461,1,3,3,0,0,0,15,2,2,0,2,8,5,1994,1995,1,1,7,7,2,4,2,1456,0,168,1624,1,0,1,1624,0,0,1624,1,0,2,0,2,1,2,5,6,1,3,757,2,0,114,192,0,0,0,0,7,2006,8,4,278752.66
1189,60,3,8935,1,0,3,0,4,0,5,2,2,0,5,7,5,2002,2002,1,1,12,13,2,4,2,0,0,831,831,1,0,1,831,829,0,1660,0,0,2,1,3,1,2,7,6,0,2,493,2,144,68,0,0,0,0,0,7,2009,8,4,191428.5
1190,60,3,7500,1,3,3,0,4,0,8,2,2,0,5,7,5,1999,1999,1,1,12,13,3,4,2,0,0,994,994,1,2,1,1028,776,0,1804,0,0,2,1,3,1,2,7,6,1,2,442,2,140,60,0,0,0,0,0,6,2010,8,4,193981.28
1191,190,3,32463,1,3,2,0,4,1,11,2,2,1,2,4,4,1961,1975,1,1,8,8,3,2,1,1159,0,90,1249,1,0,1,1622,0,0,1622,1,0,1,0,3,1,3,7,6,1,4,1356,2,439,0,0,0,0,0,0,3,2007,8,4,172028.5
1192,160,1,2645,1,3,3,0,4,0,21,2,2,3,5,8,5,1999,2000,1,1,8,8,2,4,2,0,0,776,776,1,0,1,764,677,0,1441,0,0,2,1,2,1,2,5,6,0,2,492,2,206,0,0,0,0,0,0,11,2007,8,4,184128.0
1193,50,4,9600,1,3,3,0,4,0,17,2,2,0,0,5,8,1925,1994,2,1,12,13,3,4,2,0,0,702,702,1,2,1,842,630,0,1472,0,0,1,0,3,1,2,6,6,0,1,250,1,0,0,84,0,0,0,0,7,2007,8,4,128449.05
1194,120,4,4500,1,3,3,0,2,0,11,2,2,4,2,6,5,1999,1999,3,1,12,13,3,4,2,883,0,341,1224,1,0,1,1224,0,0,1224,1,0,2,0,2,1,3,5,6,0,2,402,2,0,304,0,0,0,0,0,6,2009,8,4,164608.85
1195,60,3,9364,1,3,3,0,0,0,19,2,2,0,5,6,7,1969,1969,1,1,6,6,3,4,1,371,0,292,663,1,4,1,663,689,0,1352,0,0,1,1,4,1,3,7,6,0,1,299,2,379,36,0,0,0,0,0,3,2010,8,4,144824.0
1196,60,3,8029,1,0,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,3,4,2,0,0,728,728,1,0,1,728,728,0,1456,0,0,2,1,3,1,2,8,6,0,2,400,2,100,24,0,0,0,0,0,7,2008,8,4,174530.47
1197,60,3,14054,1,0,3,0,4,0,8,2,2,0,5,7,5,2006,2006,1,1,12,13,2,4,2,0,0,879,879,1,0,1,879,984,0,1863,0,0,2,1,4,1,2,9,6,1,3,660,2,100,17,0,0,0,0,0,11,2006,6,5,220341.55
1198,75,4,8850,1,0,0,0,0,0,17,2,2,0,4,7,6,1916,1950,1,1,8,8,3,4,0,0,0,815,815,1,0,1,815,875,0,1690,0,0,1,0,3,1,3,7,6,1,1,225,2,0,0,330,0,0,0,0,7,2006,5,4,147739.0
1199,20,3,9100,1,3,3,0,4,0,5,2,2,0,2,7,5,2001,2001,1,1,12,13,2,4,2,0,0,1212,1212,1,0,1,1212,0,0,1212,0,0,2,0,3,1,2,6,6,0,2,573,2,356,0,0,0,0,0,0,6,2009,8,4,180095.51
1200,20,3,11235,1,3,3,0,4,0,19,2,2,0,2,4,5,1963,1979,1,1,6,6,3,4,1,547,0,504,1051,1,2,1,1382,0,0,1382,0,0,1,1,3,1,3,6,6,1,2,459,2,0,82,0,0,0,0,0,10,2006,8,4,149530.5
1201,20,3,9353,1,3,3,0,4,0,12,2,2,0,2,4,5,1970,1970,1,1,8,8,3,4,1,0,0,864,864,1,2,1,864,0,0,864,0,0,1,0,3,1,3,5,6,0,1,280,2,0,0,0,0,0,0,0,7,2006,7,0,113561.5
1202,60,3,10400,1,3,3,0,0,0,5,2,2,0,5,7,5,1998,1998,1,1,12,13,3,4,2,0,0,866,866,1,0,1,866,913,0,1779,0,0,2,1,3,1,2,6,6,0,2,546,2,198,36,0,0,0,0,0,3,2009,8,4,204686.73
1203,50,4,6000,1,3,3,0,0,0,3,2,2,0,0,5,8,1925,1997,1,1,13,14,3,4,0,0,0,884,884,1,0,1,884,464,0,1348,1,0,1,0,3,1,3,5,6,1,1,216,0,0,0,208,0,0,0,0,5,2009,8,4,116976.04
1204,20,3,9750,1,3,3,0,4,0,5,2,2,0,2,7,5,2000,2001,1,1,12,13,2,4,2,0,0,1630,1630,1,0,1,1630,0,0,1630,0,0,2,0,3,1,2,6,6,1,2,451,2,74,234,0,0,0,0,0,10,2009,8,4,213798.72
1205,20,3,10140,1,3,3,0,4,0,14,2,2,0,2,5,6,1975,1975,1,1,6,6,3,4,1,788,0,268,1056,1,0,1,1074,0,0,1074,1,0,1,1,3,1,3,6,6,0,2,495,2,0,88,0,0,0,0,0,7,2006,8,4,151502.0
1206,20,3,14684,1,0,3,0,1,0,20,2,2,0,2,7,7,1990,1991,3,1,6,6,2,4,1,485,177,1496,2158,1,2,1,2196,0,0,2196,0,0,2,0,3,1,2,7,6,1,3,701,2,84,70,0,0,0,0,0,6,2009,8,4,262603.78
1207,20,2,8900,1,3,3,0,4,0,20,2,2,0,2,4,4,1966,1966,1,1,6,6,3,4,1,1056,0,0,1056,1,4,1,1056,0,0,1056,1,0,1,0,2,1,3,5,6,0,1,384,2,0,42,0,0,0,0,0,11,2006,8,4,116480.0
1208,20,3,9135,1,3,3,0,4,0,5,2,2,0,2,6,5,2003,2003,1,1,12,13,2,4,2,340,0,1342,1682,1,0,1,1700,0,0,1700,1,0,2,0,3,1,2,7,6,0,2,544,2,192,23,0,0,0,0,0,5,2006,8,4,198389.28
1209,20,3,7763,1,3,3,0,4,0,12,2,2,0,2,5,7,1962,1980,1,1,8,8,3,2,1,504,108,319,931,1,4,1,1283,0,0,1283,1,0,1,0,3,1,3,6,6,0,2,506,2,0,0,0,0,0,0,0,10,2008,8,4,142556.5
1210,20,3,10182,1,0,3,0,1,0,21,8,2,0,2,8,5,2006,2006,3,1,12,13,2,4,2,1220,0,440,1660,1,0,1,1660,0,0,1660,1,0,2,0,3,1,2,8,6,1,2,500,2,322,50,0,0,0,0,0,5,2006,6,5,290132.86
1211,60,3,11218,1,3,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,1,13,14,2,4,2,0,0,1055,1055,1,0,1,1055,790,0,1845,0,0,2,1,3,1,2,8,6,1,2,462,2,635,104,0,0,0,0,400,5,2010,8,4,193680.4
1212,50,3,12134,1,0,0,0,4,1,8,2,2,0,0,8,7,1988,2005,1,1,13,14,2,4,5,427,0,132,559,1,2,1,1080,672,0,1752,0,0,2,0,4,1,3,8,6,0,2,492,2,325,12,0,0,0,0,0,6,2010,8,4,185942.64
1213,30,3,9340,1,3,3,0,4,0,7,2,2,0,2,4,6,1941,1950,3,1,8,8,3,4,1,344,0,328,672,1,4,1,672,0,0,672,1,0,1,0,2,1,3,4,6,0,1,234,0,0,113,0,0,0,0,0,8,2009,8,4,104546.0
1214,80,3,10246,1,0,3,0,1,0,19,2,2,0,7,4,9,1965,2001,1,1,12,13,3,2,1,648,0,0,648,1,0,1,960,0,0,960,1,1,0,0,0,1,3,3,6,0,1,364,2,88,0,0,0,0,0,0,5,2006,8,4,135190.83
1215,85,3,10205,1,0,3,0,4,0,12,2,2,0,6,5,5,1962,1962,1,1,8,8,3,4,1,784,0,141,925,1,4,1,999,0,0,999,1,0,1,0,3,1,3,6,6,0,1,300,2,150,72,0,0,0,0,0,5,2006,8,4,132120.33
1216,20,3,7094,1,0,3,0,4,0,19,2,2,0,2,5,5,1966,1966,1,1,12,13,3,4,1,180,374,340,894,1,4,1,894,0,0,894,0,0,1,0,3,1,3,5,6,0,1,384,2,0,0,0,0,0,0,0,5,2007,8,4,120927.83
1217,90,4,8930,1,3,3,0,4,0,19,5,2,2,0,6,5,1978,1978,1,1,12,13,3,4,3,0,0,0,0,1,4,1,1318,584,0,1902,0,0,2,0,4,2,3,8,6,0,2,539,2,0,0,0,0,0,0,0,4,2010,8,4,157124.32
1218,20,1,8640,1,3,3,0,4,0,21,2,2,0,2,8,5,2009,2009,1,1,5,5,2,4,2,936,0,364,1300,1,0,1,1314,0,0,1314,1,0,2,0,3,1,2,6,6,0,2,552,2,135,112,0,0,0,0,0,9,2009,6,5,246450.17
1219,50,4,6240,1,3,3,0,4,0,3,2,2,0,0,4,5,1947,1950,1,1,0,0,3,4,3,0,0,0,0,1,2,0,672,240,0,912,0,0,1,0,2,1,3,3,6,0,0,0,0,0,0,0,0,0,0,0,7,2006,8,4,83442.0
1220,160,4,1680,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,5,5,3,4,1,0,0,672,672,1,4,1,672,546,0,1218,0,0,1,1,3,1,3,7,6,0,0,0,0,201,0,0,0,0,0,0,4,2006,8,0,96507.08
1221,20,3,7800,1,0,3,0,4,0,12,2,2,0,2,5,5,1964,1964,1,1,13,14,3,4,1,312,600,0,912,1,4,1,912,0,0,912,0,0,1,0,2,1,3,5,6,0,1,288,2,0,0,0,0,0,0,0,11,2006,8,0,115396.32
1222,20,3,8250,1,3,3,0,4,0,19,1,2,0,2,5,5,1968,1968,3,1,6,6,3,4,1,250,492,210,952,1,0,1,1211,0,0,1211,0,0,1,0,3,1,3,5,6,1,1,322,2,0,63,0,0,0,0,0,8,2008,8,4,130631.83
1223,50,3,10496,1,3,3,0,4,0,12,0,2,0,0,6,6,1949,1950,1,1,13,14,3,4,1,196,0,844,1040,1,0,1,1168,678,0,1846,0,0,2,0,3,1,3,7,6,1,1,315,2,0,0,0,0,0,0,0,1,2007,8,4,149760.37
1224,20,3,10680,1,3,3,0,4,0,12,2,2,0,2,5,3,1951,1951,3,1,13,14,3,4,1,756,0,1380,2136,1,4,0,2136,0,0,2136,0,0,2,0,4,1,3,7,4,0,2,528,2,0,30,0,0,0,0,0,10,2006,8,4,146898.0
1225,60,3,15384,1,0,3,0,4,0,8,6,2,0,5,7,5,2004,2005,1,1,12,13,2,4,2,724,0,64,788,1,0,1,788,702,0,1490,1,0,2,1,3,1,2,8,6,1,2,388,2,100,75,0,0,0,0,0,2,2008,8,4,185460.51
1226,80,3,10482,1,3,3,0,4,0,12,2,2,0,7,6,8,1958,1958,3,1,12,13,3,2,1,507,0,81,588,1,0,1,1138,0,0,1138,0,1,1,0,3,1,3,6,6,0,1,264,2,224,0,0,0,0,0,0,6,2007,8,4,140889.0
1227,60,3,14598,1,0,3,0,1,0,21,1,2,0,5,6,5,2007,2007,1,1,12,13,2,4,2,0,0,894,894,1,0,1,894,1039,0,1933,0,0,2,1,4,1,2,9,6,1,3,668,2,100,18,0,0,0,0,0,1,2008,8,4,205526.6
1228,20,3,8872,1,3,3,0,0,0,12,2,2,0,2,5,8,1965,2008,1,1,12,13,3,4,1,595,0,317,912,1,0,1,912,0,0,912,1,0,1,0,2,1,2,5,6,0,2,576,2,0,240,0,0,0,0,0,12,2008,8,4,144814.33
1229,120,3,8769,1,3,3,0,0,0,16,2,2,4,2,9,5,2008,2008,3,1,8,8,0,4,2,1540,0,162,1702,1,0,1,1702,0,0,1702,1,0,1,1,1,1,0,7,6,1,3,1052,2,0,72,0,0,224,0,0,10,2008,6,5,377329.84
1230,80,3,7910,1,3,3,0,4,0,12,2,2,0,7,5,5,1960,1960,3,1,3,6,3,4,1,666,0,409,1075,1,2,1,1507,0,0,1507,0,0,2,0,4,1,3,7,0,0,1,404,2,0,0,0,0,0,0,0,8,2008,8,4,138824.84
1231,90,3,18890,1,0,3,0,4,0,19,1,5,2,0,5,5,1977,1977,5,1,9,10,3,4,1,498,211,652,1361,1,0,1,1361,1259,0,2620,0,0,2,2,4,2,3,12,6,1,2,600,0,155,24,145,0,0,0,8300,8,2007,8,4,190866.87
1232,90,3,7728,1,3,3,0,4,0,12,2,2,2,7,5,6,1962,1962,3,1,13,14,3,4,1,803,0,303,1106,1,4,1,1190,0,0,1190,1,0,1,0,3,1,3,6,6,0,2,540,2,0,18,0,0,0,0,0,5,2006,8,4,138371.5
1233,90,3,9842,1,3,3,0,2,0,12,2,2,2,2,4,5,1962,1962,1,1,6,6,3,4,3,0,0,0,0,1,4,1,1224,0,0,1224,0,0,2,0,2,2,3,6,6,0,2,462,2,0,0,0,0,0,0,0,3,2007,8,4,105000.14
1234,20,3,12160,1,0,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,9,10,3,4,1,1000,0,188,1188,1,1,1,1188,0,0,1188,1,0,1,0,3,1,3,6,6,0,2,531,2,0,0,0,0,0,0,0,5,2010,0,0,144236.5
1235,70,2,8525,1,3,0,0,4,0,18,2,2,0,5,5,6,1911,1950,1,1,8,8,3,4,2,0,0,940,940,1,4,0,1024,940,0,1964,0,0,1,1,4,1,3,7,6,0,0,0,0,0,192,0,0,0,0,0,11,2008,8,0,131154.35
1236,70,3,13132,1,3,3,0,4,0,6,2,2,0,5,5,5,1914,1950,1,1,13,14,3,4,0,0,0,747,747,1,2,1,892,892,0,1784,0,0,1,1,4,1,3,9,6,0,1,180,0,203,40,0,0,0,0,0,7,2006,8,4,140970.54
1237,160,3,2628,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2003,1,1,12,15,2,4,2,0,0,764,764,1,0,1,764,862,0,1626,0,0,2,1,2,1,2,6,6,0,2,474,2,0,27,0,0,0,0,0,6,2010,8,4,170536.95
1238,60,3,12393,1,1,3,0,2,0,5,2,2,0,5,7,5,2004,2005,1,1,12,13,2,4,2,0,0,847,847,1,0,1,847,1101,0,1948,0,0,2,1,4,1,2,8,6,1,2,434,2,100,48,0,0,0,0,0,9,2006,8,4,204295.75
1239,20,3,13072,1,3,3,0,4,0,20,5,2,0,2,6,5,2005,2005,1,1,12,13,2,4,2,0,0,1141,1141,1,0,1,1141,0,0,1141,0,0,1,1,3,1,3,6,6,0,2,484,2,0,0,0,0,0,0,0,3,2006,8,0,145612.4
1240,20,3,9037,1,0,1,0,4,0,23,2,2,0,2,8,5,2006,2006,3,1,12,13,2,4,2,428,0,1048,1476,1,0,1,1484,0,0,1484,0,0,2,0,2,1,0,6,6,1,2,472,2,120,33,0,0,0,0,0,12,2007,8,4,252625.36
1241,60,3,8158,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,2,4,2,550,0,334,884,1,0,1,884,884,0,1768,1,0,2,1,3,1,2,8,6,0,2,543,2,0,63,0,0,0,0,0,7,2008,8,4,207798.5
1242,20,3,9849,1,3,3,0,4,0,21,2,2,0,2,7,6,2007,2007,3,1,12,13,2,4,2,0,0,1689,1689,1,0,1,1689,0,0,1689,0,0,2,0,3,1,2,7,6,0,3,954,2,0,56,0,0,0,0,0,6,2007,6,5,243535.29
1243,85,3,10625,1,3,3,0,4,0,14,2,2,0,6,7,6,1974,1974,1,1,9,10,3,4,1,885,168,0,1053,1,4,1,1173,0,0,1173,1,0,2,0,3,1,2,6,6,2,2,528,2,0,120,0,0,0,0,0,1,2010,8,3,170968.37
1244,20,3,13891,1,3,3,0,4,0,16,2,2,0,2,10,5,2006,2006,1,1,12,13,0,4,2,1386,0,690,2076,1,0,1,2076,0,0,2076,1,0,2,1,2,1,0,7,6,1,3,850,2,216,229,0,0,0,0,0,9,2006,6,5,387382.45
1245,70,3,11435,1,0,1,0,0,1,6,2,2,0,5,8,7,1929,1950,1,1,3,12,3,4,2,0,0,792,792,1,1,1,792,725,0,1517,0,0,1,0,3,1,2,7,6,2,2,400,2,0,0,0,0,0,0,0,6,2006,8,4,212219.0
1246,80,3,12090,1,3,3,0,4,0,14,2,2,0,7,6,7,1984,2003,3,1,12,13,3,4,1,0,0,585,585,1,0,1,1140,728,0,1868,0,0,3,1,3,1,3,7,6,1,2,477,2,268,112,0,0,147,0,0,1,2007,8,0,181365.5
1247,60,1,8125,1,3,3,0,4,0,21,2,2,0,5,7,5,2005,2006,1,1,12,13,2,4,2,0,0,756,756,1,0,1,756,797,0,1553,0,0,2,1,3,1,2,6,6,0,2,615,2,0,45,0,0,0,0,0,3,2006,6,5,192484.99
1248,80,3,12328,1,0,3,0,4,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,3,4,1,539,0,473,1012,1,4,1,1034,0,0,1034,1,0,1,0,3,1,3,6,6,0,3,888,2,0,0,0,0,0,0,0,5,2010,8,4,161681.5
1249,75,4,9600,1,3,3,0,4,0,17,2,2,0,4,6,5,1917,1950,1,1,0,0,3,4,0,319,0,416,735,4,1,0,1134,924,0,2058,0,0,1,1,3,1,3,8,6,1,2,396,1,0,0,259,0,0,0,0,4,2008,8,4,142710.5
1250,20,3,7200,1,3,3,0,4,0,12,2,2,0,2,5,7,1950,1950,1,1,8,8,3,4,1,534,96,246,876,1,4,1,988,0,0,988,0,0,1,0,3,1,3,6,6,0,1,276,2,0,80,0,0,0,0,0,5,2007,8,4,123632.5
1251,20,3,11160,1,3,3,0,0,0,12,2,2,0,2,7,5,1968,1968,3,1,3,3,2,4,1,1065,0,1045,2110,1,0,1,2110,0,0,2110,1,0,2,1,3,1,0,8,6,2,2,522,2,0,0,0,0,0,0,0,4,2010,8,4,254373.36
1252,120,3,3136,1,0,3,0,0,0,16,2,2,4,2,7,5,2003,2003,1,1,12,15,2,4,2,0,0,1405,1405,1,0,1,1405,0,0,1405,0,0,2,0,2,1,2,6,6,1,2,478,2,148,36,0,0,0,0,0,3,2006,8,4,180550.2
1253,20,3,9858,1,3,3,0,4,0,11,2,2,0,2,5,6,1968,1968,1,1,6,6,3,4,1,510,0,354,864,1,4,1,874,0,0,874,1,0,1,0,3,1,3,5,6,0,1,288,2,33,0,0,0,0,0,600,11,2009,8,4,121819.08
1254,60,3,17542,1,0,3,0,4,0,24,2,2,0,5,7,7,1974,2003,1,1,13,14,2,4,1,125,1031,36,1192,1,4,1,1516,651,0,2167,1,0,2,1,3,1,2,9,6,2,2,518,2,220,47,0,0,0,0,0,7,2007,8,4,277220.61
1255,60,3,6931,1,3,3,0,4,0,7,2,2,0,5,7,5,2003,2004,1,1,12,13,2,4,2,0,0,746,746,1,0,1,760,896,0,1656,0,0,2,1,3,1,2,7,6,1,2,397,2,178,128,0,0,0,0,0,7,2008,8,4,171614.2
1256,50,4,6240,1,3,3,0,4,0,3,2,2,0,0,6,6,1931,1950,1,1,13,14,3,4,0,425,0,459,884,1,4,1,959,408,0,1367,0,0,1,0,3,1,3,6,6,1,1,560,2,0,0,0,0,120,0,0,11,2007,8,4,126146.0
1257,20,3,14303,1,0,3,0,0,0,15,2,2,0,2,8,5,1994,1994,3,1,6,6,2,4,2,1314,0,672,1986,1,0,1,1987,0,0,1987,1,0,2,0,2,1,2,7,6,1,2,691,2,262,36,0,0,0,0,0,8,2008,8,4,321363.27
1258,30,3,4060,1,3,3,0,0,0,7,1,2,0,2,5,8,1922,1950,1,1,13,14,3,4,2,0,0,864,864,1,0,1,864,0,0,864,0,0,1,0,2,1,3,4,6,0,0,0,2,0,96,0,0,0,0,0,7,2009,8,4,99362.0
1259,80,3,9587,1,0,3,0,4,0,8,2,2,0,7,7,5,2005,2005,1,1,12,13,2,4,2,655,0,201,856,1,0,1,1166,0,0,1166,1,0,2,0,2,1,2,5,6,0,2,400,2,212,0,0,0,0,0,0,7,2008,8,4,181837.15
1260,20,3,9750,1,3,3,0,2,0,12,2,2,0,2,6,8,1969,1969,1,1,6,6,3,4,1,602,438,14,1054,1,2,1,1054,0,0,1054,1,0,1,1,3,1,3,6,6,0,2,460,2,180,0,0,0,80,0,0,7,2008,8,4,150073.75
1261,60,3,24682,1,2,3,0,1,0,8,6,2,0,5,6,5,1999,1999,1,1,12,13,3,4,2,0,0,841,841,1,0,1,892,783,0,1675,0,0,2,1,3,1,3,7,6,1,2,502,2,0,103,0,0,0,0,0,6,2009,8,4,186196.7
1262,20,3,9600,1,3,3,0,4,0,12,2,2,0,2,5,6,1956,1956,3,1,8,8,3,4,1,504,0,546,1050,1,2,1,1050,0,0,1050,0,0,1,0,2,1,3,5,6,0,1,338,2,0,0,0,0,0,0,0,6,2009,8,4,131269.5
1263,50,3,11250,1,3,3,0,4,0,4,2,2,0,0,4,5,1957,1989,1,1,13,14,3,4,1,0,0,1104,1104,1,0,1,1104,684,0,1788,1,0,1,0,5,1,3,8,3,2,1,304,2,120,0,0,0,0,0,0,11,2009,8,4,157069.03
1264,70,3,13515,1,3,3,0,4,0,3,2,2,0,5,6,6,1919,1950,2,1,13,14,3,4,2,0,0,764,764,1,0,1,1060,764,0,1824,0,0,1,0,3,1,3,8,6,1,2,520,0,0,0,126,0,0,0,0,7,2007,8,4,180076.5
1265,120,2,4060,1,3,3,0,4,0,12,2,2,4,2,6,5,1998,1999,1,1,8,8,2,4,2,266,0,1139,1405,1,0,1,1337,0,0,1337,1,0,2,0,2,1,2,5,6,0,2,511,2,144,68,0,0,0,0,0,8,2008,0,0,179060.69
1266,160,1,3735,1,3,3,0,3,0,21,2,2,4,5,7,5,1999,1999,3,1,8,8,2,4,2,450,0,241,691,1,0,1,713,739,0,1452,1,0,2,1,3,1,2,6,6,0,2,506,2,0,34,0,0,0,0,0,3,2006,8,4,165035.4
1267,190,4,10120,1,0,0,0,4,0,17,1,2,1,4,7,4,1910,1950,3,1,13,14,1,4,1,0,0,925,925,1,4,0,964,925,0,1889,0,0,1,1,4,2,3,9,6,1,1,308,0,0,0,264,0,0,0,0,1,2007,8,4,137882.0
1268,20,3,13214,1,0,1,0,4,0,23,2,2,0,2,9,5,2008,2009,3,1,11,5,0,4,2,0,0,2002,2002,1,0,1,2018,0,0,2018,0,0,2,0,3,1,0,10,6,1,3,746,2,144,76,0,0,0,0,0,5,2010,8,4,376606.12
1269,50,3,14100,1,0,3,0,4,1,6,2,2,0,0,8,9,1935,1997,1,1,11,12,3,2,1,192,0,536,728,1,0,1,1968,1479,0,3447,0,0,3,1,4,1,2,11,6,2,3,1014,2,314,12,0,0,0,0,0,5,2008,8,4,371150.32
1270,50,3,11344,1,3,3,0,4,0,12,1,2,0,0,5,5,1958,1958,1,1,8,8,3,4,1,460,0,414,874,2,4,1,874,650,0,1524,0,0,1,1,3,1,3,7,6,0,1,315,2,0,0,0,0,0,0,0,7,2007,8,4,146711.79
1271,40,3,23595,1,3,2,0,4,2,4,2,2,0,2,7,6,1979,1979,5,6,9,10,2,4,2,1258,0,74,1332,1,4,1,1332,192,0,1524,2,0,0,1,0,1,2,4,6,1,2,586,2,268,0,0,0,0,0,0,4,2010,8,4,246884.9
1272,20,3,9156,1,0,3,0,4,0,14,4,2,0,2,6,7,1968,1968,3,1,3,3,3,4,1,0,0,1489,1489,1,2,1,1489,0,0,1489,0,0,2,0,3,1,2,7,6,1,2,462,2,0,0,0,0,0,0,0,8,2009,8,4,170596.55
1273,20,3,13526,1,0,3,0,1,0,19,2,2,0,2,5,6,1965,1965,3,1,6,10,3,4,1,560,375,0,935,1,4,1,935,0,0,935,1,0,1,0,3,1,3,5,6,0,1,288,2,180,0,0,0,0,0,0,11,2006,8,4,128854.98
1274,80,3,11512,1,0,3,0,0,0,7,2,2,0,7,6,7,1959,2006,1,1,9,10,3,4,1,719,0,300,1019,1,2,1,1357,0,0,1357,1,0,1,0,2,1,0,5,6,1,1,312,2,0,0,0,0,163,0,0,5,2008,8,4,168270.0
1275,50,3,5362,1,3,3,0,0,0,6,2,2,0,0,5,6,1910,2003,1,1,13,15,3,4,2,0,0,661,661,1,0,1,661,589,0,1250,0,0,2,0,3,1,3,8,6,1,2,552,2,242,0,81,0,0,0,0,11,2007,8,4,134655.0
1276,90,3,11345,1,3,3,0,0,0,12,1,2,2,5,5,5,1948,1950,1,4,0,0,3,4,1,220,0,708,928,1,2,1,928,992,0,1920,0,0,2,0,4,2,3,10,6,0,2,400,2,0,0,0,0,0,0,0,7,2007,8,4,135838.87
1277,60,3,12936,1,0,3,0,1,0,14,2,2,0,5,6,6,1972,1972,1,1,6,10,3,4,1,593,0,130,723,1,4,1,735,660,0,1395,0,1,1,1,3,1,3,6,6,1,2,497,2,294,116,0,0,0,0,0,12,2009,8,4,160316.0
1278,80,3,17871,1,0,3,0,1,0,14,2,2,0,7,6,5,1967,1976,1,1,6,6,3,4,1,528,0,1152,1680,1,1,1,1724,0,0,1724,1,0,1,1,3,1,3,7,6,1,2,480,2,0,0,0,0,0,0,0,6,2009,8,4,188275.9
1279,60,3,9473,1,3,3,0,4,0,5,2,2,0,5,8,5,2002,2002,1,1,12,13,2,4,2,804,0,324,1128,1,0,1,1128,903,0,2031,1,0,2,1,3,1,2,7,6,1,2,577,2,0,211,0,0,0,0,0,3,2008,8,4,249348.11
1280,50,0,7500,1,3,3,0,4,0,9,2,2,0,0,4,4,1920,1950,1,1,8,8,3,2,1,0,0,698,698,1,4,1,698,430,0,1128,0,0,1,0,2,1,3,6,6,0,2,528,2,30,0,164,0,0,0,0,4,2010,0,0,104763.0
1281,20,3,9808,1,0,3,0,4,0,5,2,2,0,2,7,5,2002,2002,1,1,12,13,2,4,2,788,0,785,1573,1,0,1,1573,0,0,1573,1,0,2,0,3,1,2,6,6,0,2,544,2,0,72,0,0,0,0,0,3,2009,8,4,223909.65
1282,20,3,8049,1,0,3,0,1,0,23,2,2,0,2,7,5,1990,1990,3,1,6,6,3,4,1,1053,0,256,1309,1,4,1,1339,0,0,1339,1,0,2,0,2,1,3,6,6,1,2,484,2,0,58,0,0,90,0,0,7,2006,8,4,180807.8
1283,20,3,8800,1,0,3,0,4,0,5,2,2,0,2,5,7,1977,2008,1,1,6,6,3,4,1,532,144,364,1040,1,4,1,1040,0,0,1040,0,0,2,0,3,1,2,5,6,0,2,484,2,0,0,0,0,288,0,0,9,2009,8,4,149369.5
